629;578;489;539;572;566;579;577;659;596;606
630;581;500;539;603;562;589;601;680;637;648
626;580;505;534;611;544;573;600;676;653;638
617;578;497;517;613;538;563;592;664;664;621
611;576;484;523;598;522;555;572;645;656;612
603;567;474;510;590;500;545;553;621;648;597
