-23.66;-28.57;-79.01;-9.375;-128.1;-36.6;-30.35;-129.9;-127.2;-152.2;125.4
-4.339;18.28;60.3;-20.62;139.1;-28.53;-9.928;99.19;83.37;199;101.1
630.1;578;490.3;540.7;575.2;566.3;583.4;580.5;662.4;598.6;615.7
